row_id,order_id,created_at,item_id,quantity,cust_id,delivery,add_id,
1,101,2024-01-13 12:15,it018,1,1,1,1,
2,101,2024-01-13 12:15,it021,2,1,1,1,
3,102,2024-01-13 13:00,it027,4,2,1,2,
4,102,2024-01-13 13:00,it028,1,2,1,2,
5,103,2024-01-13 18:30,it002,1,3,1,3,
6,103,2024-01-13 18:30,it020,1,3,1,3,
7,104,2024-01-13 19:15,it006,1,4,0,4,
8,104,2024-01-13 19:15,it019,2,4,0,4,
9,105,2024-01-13 20:00,it007,1,5,1,5,
10,105,2024-01-13 20:00,it022,3,5,1,5,
11,106,2024-01-13 21:45,it012,1,6,1,6,
12,106,2024-01-13 21:45,it024,2,6,1,6,
13,107,2024-01-13 22:30,it014,1,7,0,7,
14,107,2024-01-13 22:30,it023,1,7,0,7,
15,108,2024-01-14 17:00,it008,1,8,1,8,
16,108,2024-01-14 17:00,it020,1,8,1,8,
17,108,2024-01-14 17:00,it019,1,8,1,8,
18,109,2024-01-14 18:30,it015,1,9,1,9,
19,109,2024-01-14 18:30,it024,2,9,1,9,
20,110,2024-01-14 19:45,it003,1,10,1,10,
21,110,2024-01-14 19:45,it016,1,10,1,10,
22,110,2024-01-14 19:45,it022,1,10,1,10,
23,110,2024-01-14 19:45,it029,1,10,1,10,
24,111,2024-01-14 20:30,it011,1,11,0,11,
25,111,2024-01-14 20:30,it021,2,11,0,11,
26,111,2024-01-14 20:30,it027,1,11,0,11,
27,112,2024-01-14 21:15,it004,1,12,0,12,
28,112,2024-01-14 21:15,it020,2,12,0,12,
29,112,2024-01-14 21:15,it023,1,12,0,12,
30,113,2024-01-14 22:00,it018,1,13,1,13,
31,113,2024-01-14 22:00,it025,2,13,1,13,
32,113,2024-01-14 22:00,it028,1,13,1,13,
33,113,2024-01-14 22:00,it030,1,13,1,13,
34,114,2024-01-15 12:15,it002,1,14,0,14,
35,114,2024-01-15 12:15,it019,1,14,0,14,
36,114,2024-01-15 12:15,it024,1,14,0,14,
37,115,2024-01-15 12:45,it009,1,15,0,15,
38,115,2024-01-15 12:45,it020,2,15,0,15,
39,115,2024-01-15 12:45,it021,1,15,0,15,
40,116,2024-01-15 17:30,it014,1,16,1,16,
41,116,2024-01-15 17:30,it022,2,16,1,16,
42,116,2024-01-15 17:30,it025,1,16,1,16,
43,117,2024-01-15 18:15,it010,1,17,1,17,
44,117,2024-01-15 18:15,it027,1,17,1,17,
45,117,2024-01-15 18:15,it028,1,17,1,17,
46,118,2024-01-15 19:00,it018,1,18,1,18,
47,118,2024-01-15 19:00,it029,1,18,1,18,
48,118,2024-01-15 19:00,it023,1,18,1,18,
49,119,2024-01-15 19:45,it005,1,19,1,19,
50,119,2024-01-15 19:45,it030,2,19,1,19,
51,120,2024-01-15 19:45,it020,3,20,0,20,
52,121,2024-01-16 12:15,it009,1,21,0,21,
53,121,2024-01-16 12:15,it020,2,21,0,21,
54,121,2024-01-16 12:15,it019,1,21,0,21,
55,122,2024-01-16 18:30,it006,1,22,0,22,
56,122,2024-01-16 18:30,it025,3,22,0,22,
57,122,2024-01-16 18:30,it021,1,22,0,22,
58,123,2024-01-16 19:45,it012,1,23,0,23,
59,123,2024-01-16 19:45,it023,2,23,0,23,
60,123,2024-01-16 19:45,it028,1,23,0,23,
61,124,2024-01-16 20:30,it005,1,24,1,24,
62,124,2024-01-16 20:30,it010,2,24,1,24,
63,124,2024-01-16 20:30,it024,2,24,1,24,
64,125,2024-01-16 21:15,it018,1,25,1,25,
65,125,2024-01-16 21:15,it029,1,25,1,25,
66,125,2024-01-16 21:15,it022,1,25,1,25,
67,126,2024-01-16 22:00,it004,1,26,1,26,
68,126,2024-01-16 22:00,it030,2,26,1,26,
69,126,2024-01-16 22:00,it020,3,26,1,26,
70,127,2024-01-17 12:15,it007,1,27,0,27,
71,127,2024-01-17 12:15,it020,2,27,0,27,
72,127,2024-01-17 12:15,it019,1,27,1,27,
73,128,2024-01-17 18:30,it016,1,28,1,28,
74,128,2024-01-17 18:30,it025,3,28,1,28,
75,128,2024-01-17 18:30,it021,1,28,1,28,
76,129,2024-01-17 19:45,it011,1,29,1,29,
77,129,2024-01-17 19:45,it023,2,29,1,29,
78,129,2024-01-17 19:45,it028,1,29,1,29,
79,130,2024-01-17 20:30,it014,1,30,0,30,
80,130,2024-01-17 20:30,it010,2,30,0,30,
81,130,2024-01-17 20:30,it024,2,30,0,30,
82,131,2024-01-17 21:15,it018,1,31,1,31,
83,131,2024-01-17 21:15,it029,1,31,1,31,
84,131,2024-01-17 21:15,it022,1,31,1,31,
85,132,2024-01-17 22:00,it005,1,32,0,32,
86,132,2024-01-17 22:00,it030,2,32,0,32,
87,132,2024-01-17 22:00,it020,3,32,0,32,
88,133,2024-01-18 12:15,it008,1,33,0,33,
89,133,2024-01-18 12:15,it020,2,33,0,33,
90,133,2024-01-18 12:15,it019,1,33,0,33,
91,134,2024-01-18 18:30,it016,1,34,1,34,
92,134,2024-01-18 18:30,it025,3,34,1,34,
93,134,2024-01-18 18:30,it021,1,34,1,34,
94,135,2024-01-18 19:45,it012,1,35,1,35,
95,135,2024-01-18 19:45,it023,2,35,1,35,
96,135,2024-01-18 19:45,it028,1,35,1,35,
97,136,2024-01-18 20:30,it014,1,36,1,36,
98,136,2024-01-18 20:30,it010,2,36,1,36,
99,136,2024-01-18 20:30,it024,2,36,1,36,
100,137,2024-01-18 21:15,it018,1,37,1,37,
101,137,2024-01-18 21:15,it029,1,37,1,37,
102,137,2024-01-18 21:15,it022,1,37,1,37,
103,138,2024-01-18 22:00,it005,1,38,1,38,
104,138,2024-01-18 22:00,it030,2,38,1,38,
105,138,2024-01-18 22:00,it020,3,38,1,38,
106,139,2024-01-18 22:30,it006,1,39,1,19,
107,139,2024-01-18 22:30,it030,1,39,1,19,
108,139,2024-01-18 22:30,it021,2,39,1,19,
109,140,2024-01-18 22:45,it013,1,40,1,39,
110,140,2024-01-18 22:45,it029,2,40,1,39,
111,140,2024-01-18 22:45,it026,1,40,1,39,
112,141,2024-01-19 12:15,it008,1,41,0,40,
113,141,2024-01-19 12:15,it020,2,41,0,40,
114,141,2024-01-19 12:15,it019,1,41,0,40,
115,142,2024-01-19 14:30,it013,1,42,0,41,
116,142,2024-01-19 14:30,it029,2,42,0,41,
117,142,2024-01-19 14:30,it026,1,42,0,41,
118,143,2024-01-19 18:30,it016,1,43,1,42,
119,143,2024-01-19 18:30,it025,3,43,1,42,
120,143,2024-01-19 18:30,it021,1,43,1,42,
121,144,2024-01-19 19:45,it012,1,44,1,43,
122,144,2024-01-19 19:45,it023,2,44,1,43,
123,144,2024-01-19 19:45,it028,1,44,1,43,
124,145,2024-01-19 20:30,it014,1,45,1,44,
125,145,2024-01-19 20:30,it010,2,45,1,44,
126,145,2024-01-19 20:30,it024,2,45,1,44,
127,146,2024-01-19 21:15,it018,1,46,0,45,
128,146,2024-01-19 21:15,it029,1,46,0,45,
129,146,2024-01-19 21:15,it022,1,46,0,45,
130,147,2024-01-19 22:00,it005,1,47,1,46,
131,147,2024-01-19 22:00,it030,2,47,1,46,
132,147,2024-01-19 22:00,it020,3,47,1,46,
133,148,2024-01-19 23:00,it006,1,48,1,47,
134,148,2024-01-19 23:00,it030,1,48,1,47,
135,148,2024-01-19 23:00,it021,2,48,1,47,
136,149,2024-01-20 12:15,it007,1,5,1,5,
137,149,2024-01-20 12:15,it020,2,5,1,5,
138,149,2024-01-20 12:15,it019,1,5,1,5,
139,150,2024-01-20 13:30,it013,1,49,1,48,
140,150,2024-01-20 13:30,it029,2,49,1,48,
141,150,2024-01-20 13:30,it026,1,49,1,48,
142,66,2024-01-20 18:30,it016,1,50,0,49,
143,151,2024-01-20 18:30,it025,3,50,0,49,
144,151,2024-01-20 18:30,it021,1,50,0,49,
145,152,2024-01-20 19:45,it012,1,51,1,35,
146,152,2024-01-20 19:45,it023,2,51,1,35,
147,152,2024-01-20 19:45,it028,1,51,1,35,
148,153,2024-01-20 20:30,it014,1,52,0,50,
149,153,2024-01-20 20:30,it010,2,52,0,50,
150,153,2024-01-20 20:30,it024,2,52,0,50,
151,154,2024-01-20 21:15,it018,1,53,1,51,
152,154,2024-01-20 21:15,it029,1,53,1,51,
153,154,2024-01-20 21:15,it022,1,53,1,51,
154,155,2024-01-20 22:00,it005,1,54,1,52,
155,155,2024-01-20 22:00,it030,2,54,1,52,
156,155,2024-01-20 22:00,it020,3,54,1,52,
157,156,2024-01-20 22:30,it006,1,55,1,53,
158,156,2024-01-20 22:30,it030,1,55,1,53,
159,156,2024-01-20 22:30,it021,2,55,1,53,
160,157,2024-01-21 12:15,it008,1,26,1,26,
161,157,2024-01-21 12:15,it020,2,26,1,26,
162,157,2024-01-21 12:15,it019,1,26,1,26,
163,158,2024-01-21 12:30,it007,1,56,1,54,
164,158,2024-01-21 12:30,it030,2,56,1,54,
165,159,2024-01-21 18:30,it016,1,57,1,55,
166,159,2024-01-21 18:30,it025,3,57,1,55,
167,159,2024-01-21 18:30,it021,1,57,1,55,
168,160,2024-01-21 19:45,it012,1,58,1,56,
169,160,2024-01-21 19:45,it028,1,58,1,56,
170,161,2024-01-21 20:30,it014,1,59,1,57,
171,161,2024-01-21 20:30,it010,2,59,1,57,
172,161,2024-01-21 20:30,it024,2,59,1,57,
173,162,2024-01-21 21:15,it018,1,60,1,58,
174,162,2024-01-21 21:15,it029,1,60,1,58,
175,162,2024-01-21 21:15,it022,1,60,1,58,
176,163,2024-01-21 22:00,it005,1,61,1,59,
177,163,2024-01-21 22:00,it030,2,61,1,59,
178,163,2024-01-21 22:00,it020,3,61,1,59,
179,164,2024-01-21 22:15,it006,1,62,1,60,
180,165,2024-01-22 0:30,it013,1,17,0,17,
181,165,2024-01-22 0:30,it029,2,17,0,17,
182,165,2024-01-22 0:30,it026,1,17,0,17,
183,166,2024-01-23 11:30,it008,1,63,1,61,
184,166,2024-01-23 11:30,it020,2,63,1,61,
185,166,2024-01-23 11:30,it019,1,63,1,61,
186,167,2024-01-23 12:45,it016,1,64,1,62,
187,167,2024-01-23 12:45,it025,3,64,1,62,
188,167,2024-01-23 12:45,it021,1,64,1,62,
189,168,2024-01-23 14:00,it012,1,65,1,63,
190,168,2024-01-23 14:00,it023,2,65,1,63,
191,168,2024-01-23 14:00,it028,1,65,1,63,
192,169,2024-01-23 15:15,it014,1,6,1,6,
193,169,2024-01-23 15:15,it010,2,6,1,6,
194,169,2024-01-23 15:15,it024,2,6,1,6,
195,170,2024-01-23 16:30,it018,1,66,1,64,
196,170,2024-01-23 16:30,it029,1,66,1,64,
197,170,2024-01-23 16:30,it022,1,66,1,64,
198,171,2024-01-23 17:45,it005,1,67,1,65,
199,171,2024-01-23 17:45,it030,2,67,1,65,
200,171,2024-01-23 17:45,it020,3,67,1,65,
201,172,2024-01-23 19:00,it006,1,68,1,66,
202,172,2024-01-23 19:00,it030,1,68,1,66,
203,172,2024-01-23 19:00,it021,2,68,1,66,
204,173,2024-01-23 20:15,it013,1,69,1,67,
205,174,2024-01-23 21:30,it007,1,70,1,68,
206,174,2024-01-23 21:30,it030,2,70,1,68,
207,174,2024-01-23 21:30,it020,1,70,1,68,
208,175,2024-01-23 21:45,it013,1,32,1,32,
209,175,2024-01-23 21:45,it029,2,32,1,32,
210,175,2024-01-23 21:45,it026,1,32,1,32,
211,176,2024-01-23 22:15,it030,1,71,1,69,
212,176,2024-01-23 22:15,it020,2,71,1,69,
213,177,2024-01-24 11:30,it008,1,72,1,70,
214,177,2024-01-24 11:30,it020,2,72,1,70,
215,177,2024-01-24 11:30,it019,1,72,1,70,
216,178,2024-01-24 12:45,it016,1,73,1,71,
217,178,2024-01-24 12:45,it025,3,73,1,71,
218,179,2024-01-24 14:00,it012,1,74,1,72,
219,179,2024-01-24 14:00,it023,2,74,1,72,
220,179,2024-01-24 14:00,it028,1,74,1,72,
221,180,2024-01-24 15:15,it014,1,75,0,73,
222,180,2024-01-24 15:15,it010,2,75,0,73,
223,181,2024-01-24 16:30,it018,1,23,1,23,
224,181,2024-01-24 16:30,it029,1,23,1,23,
225,181,2024-01-24 16:30,it022,1,23,1,23,
226,182,2024-01-24 17:45,it005,1,76,1,74,
227,182,2024-01-24 17:45,it030,2,76,1,74,
228,182,2024-01-24 17:45,it020,3,76,1,74,
229,183,2024-01-25 17:30,it006,1,77,1,75,
230,183,2024-01-25 17:30,it030,1,77,1,75,
231,183,2024-01-25 17:30,it021,2,77,1,75,
232,184,2024-01-25 18:45,it013,1,49,0,48,
233,184,2024-01-25 18:45,it029,2,49,0,48,
234,184,2024-01-25 18:45,it026,1,49,0,48,
235,185,2024-01-25 20:00,it007,1,68,1,67,
236,185,2024-01-25 20:00,it030,2,68,1,67,
237,185,2024-01-25 20:00,it020,1,68,1,67,
238,186,2024-01-25 21:15,it014,1,52,0,50,
239,186,2024-01-25 21:15,it010,2,52,0,50,
240,186,2024-01-25 21:15,it024,2,52,0,50,
241,187,2024-01-25 22:30,it018,1,65,1,63,
242,187,2024-01-25 22:30,it029,1,65,1,63,
243,187,2024-01-25 22:30,it022,1,65,1,63,
244,188,2024-01-26 12:00,it008,1,78,1,76,
245,188,2024-01-26 12:00,it019,1,78,1,76,
246,189,2024-01-26 13:30,it016,1,79,1,77,
247,189,2024-01-26 13:30,it025,3,79,1,77,
248,190,2024-01-26 17:30,it012,1,80,0,78,
249,190,2024-01-26 17:30,it023,2,80,0,78,
250,190,2024-01-26 17:30,it028,1,80,0,78,
251,191,2024-01-26 18:45,it014,1,81,1,79,
252,191,2024-01-26 18:45,it010,2,81,1,79,
253,192,2024-01-26 20:00,it018,1,26,0,26,
254,192,2024-01-26 20:00,it029,1,26,0,26,
255,192,2024-01-26 20:00,it022,1,26,0,26,
256,193,2024-01-26 21:15,it005,1,31,1,31,
257,193,2024-01-26 21:15,it030,2,31,1,31,
258,193,2024-01-26 21:15,it020,3,31,1,31,
259,194,2024-01-27 12:00,it007,1,82,0,80,
260,194,2024-01-27 12:00,it030,2,82,0,80,
261,194,2024-01-27 12:00,it020,1,82,0,80,
262,195,2024-01-27 13:30,it013,1,83,1,39,
263,195,2024-01-27 13:30,it029,2,83,1,39,
264,195,2024-01-27 13:30,it026,1,83,1,39,
265,196,2024-01-27 17:30,it012,1,56,1,54,
266,196,2024-01-27 17:30,it023,2,56,1,54,
267,196,2024-01-27 17:30,it028,1,56,1,54,
268,197,2024-01-27 18:45,it014,1,84,0,81,
269,197,2024-01-27 18:45,it010,2,84,0,81,
270,197,2024-01-27 18:45,it024,2,84,0,81,
271,198,2024-01-27 20:00,it018,1,36,1,36,
272,198,2024-01-27 20:00,it029,1,36,1,36,
273,198,2024-01-27 20:00,it022,1,36,1,36,
274,199,2024-01-27 21:15,it005,1,40,1,39,
275,199,2024-01-27 21:15,it030,2,40,1,39,
276,199,2024-01-27 21:15,it020,3,40,1,39,
277,200,2024-01-28 11:00,it008,1,81,0,79,
278,201,2024-01-28 13:30,it016,1,1,1,1,
279,201,2024-01-28 13:30,it025,3,1,1,1,
280,202,2024-01-28 15:00,it009,1,85,0,82,
281,202,2024-01-28 15:00,it012,1,85,0,82,
282,202,2024-01-28 15:00,it023,2,85,0,82,
283,202,2024-01-28 15:00,it028,1,85,0,82,
284,203,2024-01-28 17:30,it014,1,86,1,83,
285,203,2024-01-28 17:30,it010,2,86,1,83,
286,203,2024-01-28 17:30,it024,2,86,1,83,
287,204,2024-01-28 19:15,it018,1,30,1,30,
288,204,2024-01-28 19:15,it029,1,30,1,30,
289,204,2024-01-28 19:15,it022,1,30,1,30,
290,205,2024-01-28 21:00,it005,1,8,0,8,
291,205,2024-01-28 21:00,it020,3,8,0,8,
292,206,2024-01-28 22:45,it006,1,55,1,53,
293,206,2024-01-28 22:45,it030,1,55,1,53,
294,207,2024-01-29 11:30,it008,1,63,1,61,
295,207,2024-01-29 11:30,it020,2,63,1,61,
296,207,2024-01-29 11:30,it019,1,63,1,61,
297,208,2024-01-29 13:00,it016,1,76,1,74,
298,209,2024-01-29 15:00,it012,1,11,1,11,
299,210,2024-01-29 17:30,it014,1,7,0,7,
300,210,2024-01-29 17:30,it010,2,7,0,7,
301,210,2024-01-29 17:30,it024,2,7,0,7,
302,211,2024-01-29 19:00,it018,1,44,1,43,
303,211,2024-01-29 19:00,it029,1,44,1,43,
304,212,2024-01-29 21:00,it005,1,87,1,84,
305,212,2024-01-29 21:00,it030,2,87,1,84,
306,212,2024-01-29 21:00,it020,3,87,1,84,
307,213,2024-01-29 22:45,it006,1,24,1,24,
308,213,2024-01-29 22:45,it030,1,24,1,24,
309,214,2024-01-30 11:30,it005,1,88,1,85,
310,214,2024-01-30 11:30,it017,2,88,1,85,
311,215,2024-01-30 13:00,it013,1,89,1,86,
312,216,2024-01-30 15:00,it009,1,90,0,87,
313,216,2024-01-30 15:00,it020,2,90,0,87,
314,216,2024-01-30 15:00,it025,1,90,0,87,
315,217,2024-01-30 17:30,it011,1,91,0,88,
316,217,2024-01-30 17:30,it007,2,91,0,88,
317,218,2024-01-30 19:00,it015,1,92,0,89,
318,218,2024-01-30 19:00,it026,1,92,0,89,
319,218,2024-01-30 19:00,it019,1,92,0,89,
320,219,2024-01-30 21:00,it002,1,93,1,90,
321,219,2024-01-30 21:00,it004,2,93,1,90,
322,219,2024-01-30 21:00,it027,2,93,1,90,
323,219,2024-01-30 21:00,it018,3,93,1,90,
324,220,2024-01-30 22:45,it003,1,94,1,91,
325,220,2024-01-30 22:45,it026,1,94,1,91,
326,220,2024-01-30 22:45,it018,2,94,1,91,
327,221,2024-01-31 11:30,it001,1,95,1,92,
328,222,2024-01-31 12:30,it005,2,59,1,57,
329,223,2024-01-31 13:00,it010,1,96,1,93,
330,223,2024-01-31 13:00,it019,1,96,1,93,
331,223,2024-01-31 13:00,it020,1,96,1,93,
332,224,2024-01-31 17:30,it013,1,9,1,9,
333,224,2024-01-31 17:30,it017,2,9,1,9,
334,224,2024-01-31 17:30,it028,2,9,1,9,
335,225,2024-01-31 19:00,it021,1,97,1,94,
336,225,2024-01-31 19:00,it026,1,97,1,94,
337,226,2024-01-31 21:00,it002,1,98,1,95,
338,226,2024-01-31 21:00,it026,2,98,1,95,
339,227,2024-01-31 22:45,it006,1,64,1,62,
340,227,2024-01-31 22:45,it028,1,64,1,62,
341,227,2024-01-31 22:45,it026,2,64,1,62,
342,228,2024-02-01 11:30,it003,1,65,1,63,
343,229,2024-02-01 13:00,it009,1,66,0,64,
344,229,2024-02-01 13:00,it024,3,66,0,64,
345,229,2024-02-01 13:00,it018,1,66,0,64,
346,230,2024-02-01 15:00,it006,1,3,1,3,
347,230,2024-02-01 15:00,it011,2,3,1,3,
348,230,2024-02-01 15:00,it026,1,3,1,3,
349,231,2024-02-01 17:30,it003,1,51,1,35,
350,231,2024-02-01 17:30,it013,2,51,1,35,
351,232,2024-02-01 19:00,it007,1,37,0,37,
352,232,2024-02-01 19:00,it014,1,37,0,37,
353,232,2024-02-01 19:00,it021,1,37,0,37,
354,233,2024-02-01 21:00,it005,1,67,1,65,
355,233,2024-02-01 21:00,it010,2,67,1,65,
356,234,2024-02-01 22:30,it008,1,13,1,13,
357,234,2024-02-01 22:30,it029,1,13,1,13,
358,234,2024-02-01 22:30,it030,2,13,1,13,
359,235,2024-02-02 11:30,it009,1,99,0,96,
360,235,2024-02-02 11:30,it012,2,99,0,96,
361,236,2024-02-02 13:00,it010,1,100,1,97,
362,236,2024-02-02 13:00,it024,3,100,1,97,
363,236,2024-02-02 13:00,it018,1,100,1,97,
364,237,2024-02-02 15:00,it006,1,101,0,98,
365,237,2024-02-02 15:00,it011,2,101,0,98,
366,238,2024-02-02 17:30,it003,1,77,1,75,
367,238,2024-02-02 17:30,it013,2,77,1,75,
368,238,2024-02-02 17:30,it020,2,77,1,75,
369,239,2024-02-02 19:00,it007,1,102,0,99,
370,240,2024-02-02 21:00,it005,1,103,0,100,
371,240,2024-02-02 21:00,it010,2,103,0,100,
372,241,2024-02-02 22:45,it008,1,61,1,59,
373,241,2024-02-02 22:45,it029,1,61,1,59,
374,242,2024-02-03 11:30,it008,1,104,1,101,
375,242,2024-02-03 11:30,it021,2,104,1,101,
376,242,2024-02-03 11:30,it024,1,104,1,101,
377,243,2024-02-03 13:00,it010,1,46,1,45,
378,243,2024-02-03 13:00,it026,3,46,1,45,
379,243,2024-02-03 13:00,it018,1,46,1,45,
380,245,2024-02-03 15:00,it006,1,105,1,102,
381,245,2024-02-03 15:00,it013,2,105,1,102,
382,245,2024-02-03 15:00,it027,1,105,1,102,
383,246,2024-02-03 17:30,it003,1,67,1,65,
384,246,2024-02-03 17:30,it014,2,67,1,65,
385,247,2024-02-03 19:00,it007,1,48,1,47,
386,247,2024-02-03 19:00,it011,1,48,1,47,
387,247,2024-02-03 19:00,it021,1,48,1,47,
388,248,2024-02-03 21:00,it005,1,72,0,70,
389,248,2024-02-03 21:00,it030,2,72,0,70,
390,249,2024-02-03 22:45,it009,1,106,1,103,
391,249,2024-02-03 22:45,it028,1,106,1,103,
392,249,2024-02-03 22:45,it030,2,106,1,103,
393,250,2024-02-04 12:00,it003,1,107,1,17,
394,250,2024-02-04 12:00,it015,2,107,1,17,
395,250,2024-02-04 12:00,it018,1,107,1,17,
396,251,2024-02-04 14:30,it010,1,86,1,83,
397,251,2024-02-04 14:30,it027,2,86,1,83,
398,251,2024-02-04 14:30,it021,1,86,1,83,
399,252,2024-02-04 17:00,it008,1,108,1,104,
400,252,2024-02-04 17:00,it014,2,108,1,104,
401,252,2024-02-04 17:00,it024,1,108,1,104,
402,253,2024-02-04 19:30,it006,1,109,0,105,
403,253,2024-02-04 19:30,it013,2,109,0,105,
404,253,2024-02-04 19:30,it028,1,109,0,105,
405,254,2024-02-05 11:00,it009,1,80,1,78,
406,254,2024-02-05 11:00,it022,2,80,1,78,
407,254,2024-02-05 11:00,it026,1,80,1,78,
408,255,2024-02-05 13:30,it011,1,110,1,106,
409,255,2024-02-05 13:30,it024,3,110,1,106,
410,255,2024-02-05 13:30,it020,1,110,1,106,
411,256,2024-02-05 15:45,it007,1,111,0,107,
412,257,2024-02-05 18:15,it005,1,89,1,86,
413,257,2024-02-05 18:15,it028,2,89,1,86,
414,258,2024-02-05 20:30,it006,1,11,1,11,
415,258,2024-02-05 20:30,it013,2,11,1,11,
416,258,2024-02-05 20:30,it027,1,11,1,11,
417,259,2024-02-06 10:30,it008,1,51,1,35,
418,259,2024-02-06 10:30,it021,2,51,1,35,
419,259,2024-02-06 10:30,it025,1,51,1,35,
420,260,2024-02-06 12:45,it010,1,66,1,64,
421,260,2024-02-06 12:45,it026,3,66,1,64,
422,261,2024-02-06 15:00,it006,1,17,1,17,
423,261,2024-02-06 15:00,it013,2,17,1,17,
424,261,2024-02-06 15:00,it028,1,17,1,17,
425,262,2024-02-06 17:15,it007,1,65,1,63,
426,262,2024-02-06 17:15,it014,1,65,1,63,
427,263,2024-02-06 19:30,it005,1,112,1,108,
428,263,2024-02-06 19:30,it030,2,112,1,108,
429,263,2024-02-06 19:30,it024,1,112,1,108,
430,264,2024-02-07 11:00,it009,1,98,0,95,
431,264,2024-02-07 11:00,it022,2,98,0,95,
432,264,2024-02-07 11:00,it026,1,98,0,95,
433,265,2024-02-07 12:30,it010,1,68,0,66,
434,265,2024-02-07 12:30,it027,3,68,0,66,
435,266,2024-02-07 14:45,it007,1,100,1,97,
436,266,2024-02-07 14:45,it014,1,100,1,97,
437,267,2024-02-07 16:15,it006,1,113,1,109,
438,267,2024-02-07 16:15,it013,2,113,1,109,
439,268,2024-02-07 18:30,it007,1,8,1,8,
440,268,2024-02-07 18:30,it014,2,8,1,8,
441,268,2024-02-07 18:30,it024,1,8,1,8,
442,269,2024-02-07 20:45,it005,1,114,0,110,
443,269,2024-02-07 20:45,it030,2,114,0,110,
444,270,2024-02-07 22:00,it009,1,56,1,54,
445,270,2024-02-07 22:00,it028,1,56,1,54,
446,271,2024-02-07 23:15,it003,2,81,1,79,
447,271,2024-02-07 23:15,it006,1,81,1,79,
448,271,2024-02-07 23:15,it030,1,81,1,79,
449,271,2024-02-07 23:15,it021,2,81,1,79,
450,272,2024-02-08 10:30,it024,1,2,0,2,
451,272,2024-02-08 10:30,it013,2,2,0,2,
452,272,2024-02-08 10:30,it008,1,2,0,2,
453,273,2024-02-08 12:45,it028,1,31,0,31,
454,273,2024-02-08 12:45,it011,1,31,0,31,
455,274,2024-02-08 14:00,it030,1,115,1,111,
456,274,2024-02-08 14:00,it009,1,115,1,111,
457,275,2024-02-08 16:15,it006,1,87,1,84,
458,275,2024-02-08 16:15,it018,2,87,1,84,
459,275,2024-02-08 16:15,it010,1,87,1,84,
460,276,2024-02-08 18:30,it005,1,76,0,74,
461,276,2024-02-08 18:30,it007,1,76,0,74,
462,277,2024-02-08 20:45,it027,1,116,1,112,
463,277,2024-02-08 20:45,it021,1,116,1,112,
464,278,2024-02-08 22:00,it005,3,109,1,105,
465,278,2024-02-08 22:00,it014,1,109,1,105,
466,278,2024-02-08 22:00,it019,1,109,1,105,
467,279,2024-02-09 10:30,it025,1,80,1,78,
468,280,2024-02-09 12:45,it016,1,90,1,87,
469,280,2024-02-09 12:45,it007,3,90,1,87,
470,280,2024-02-09 12:45,it030,1,90,1,87,
471,281,2024-02-09 14:00,it018,1,49,0,48,
472,282,2024-02-09 16:15,it009,1,106,1,103,
473,282,2024-02-09 16:15,it026,2,106,1,103,
474,282,2024-02-09 16:15,it014,1,106,1,103,
475,283,2024-02-09 18:30,it006,1,42,1,41,
476,283,2024-02-09 18:30,it019,1,42,1,41,
477,284,2024-02-09 20:45,it010,1,117,1,113,
478,285,2024-02-09 22:00,it005,1,73,0,71,
479,285,2024-02-09 22:00,it013,1,73,0,71,